,Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,MaterialName,New_Volume(L),Points
2922,13/2/2023,A,ERW_AMBP2020110181,Retails,ChonBuri,142931,MDELVACMX15W-40CTN4X6+1L:TH,9352,2
2923,14/2/2023,A,ERW_AMBP2020110210,Reseller,SaKaeo,142931,MDELVACMX15W-40CTN4X6+1L:TH,2576,2
2924,7/3/2023,D,ERW_DBG72020110004,Retails,NakhonSiThammarat,142931,MDELVACMX15W-40CTN4X6+1L:TH,2604,2
2925,10/5/2023,D,ERW_DBG72020110004,Retails,NakhonSiThammarat,142931,MDELVACMX15W-40CTN4X6+1L:TH,3164,2
2926,19/6/2023,D,ERW_DBG72020110004,Retails,NakhonSiThammarat,142931,MDELVACMX15W-40CTN4X6+1L:TH,13916,2
2927,10/6/2023,D,ERW_DBG72020110063,Retails,Trang,142931,MDELVACMX15W-40CTN4X6+1L:TH,10388,2
2928,24/5/2023,D,ERW_DBG72020110082,Reseller,Songkhla,142931,MDELVACMX15W-40CTN4X6+1L:TH,11396,2
2929,14/2/2023,D,ERW_DBG72020110035,Retails,NakhonSiThammarat,142931,MDELVACMX15W-40CTN4X6+1L:TH,7000,2
2930,12/1/2023,D,ERW_DBG72020110056,Retails,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,8876,2
2931,22/2/2023,D,ERW_DBG72020110056,Retails,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,12964,2
2932,13/2/2023,A,ERW_AMBP2020110058,Retails,Bangkok,142931,MDELVACMX15W-40CTN4X6+1L:TH,2884,2
2933,14/2/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,142931,MDELVACMX15W-40CTN4X6+1L:TH,13608,2
2934,13/2/2023,A,ERW_AMBP2020110509,Retails,ChonBuri,142931,MDELVACMX15W-40CTN4X6+1L:TH,5432,2
2935,22/2/2023,A,ERW_AMBP2020110661,Retails,Rayong,142931,MDELVACMX15W-40CTN4X6+1L:TH,10808,2
2936,13/2/2023,A,ERW_AMIK2022090001,Retails,PhraNakhonSiAyutthaya,142931,MDELVACMX15W-40CTN4X6+1L:TH,5544,2
2937,12/5/2023,D,ERW_DBG72020110003,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,5432,2
2938,19/6/2023,D,ERW_DBG72020110003,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,9240,2
2939,23/6/2023,D,ERW_DBG72020110012,Reseller,Songkhla,142931,MDELVACMX15W-40CTN4X6+1L:TH,2800,2
2940,25/4/2023,D,ERW_DBG72020110012,Reseller,Songkhla,142931,MDELVACMX15W-40CTN4X6+1L:TH,13412,2
2941,27/4/2023,D,ERW_DBG72020110016,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,12236,2
2942,18/4/2023,D,ERW_DBG72020110038,Reseller,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,784,2
2943,19/5/2023,D,ERW_DBG72020110083,Retails,Songkhla,142931,MDELVACMX15W-40CTN4X6+1L:TH,10780,2
2944,16/6/2023,D,ERW_DBG72020110083,Retails,Songkhla,142931,MDELVACMX15W-40CTN4X6+1L:TH,11032,2
2945,3/3/2023,D,ERW_DBG72020110003,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,1092,2
2946,3/4/2023,D,ERW_DBG72020110003,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,7000,2
2947,26/1/2023,D,ERW_DBG72020110004,Retails,NakhonSiThammarat,142931,MDELVACMX15W-40CTN4X6+1L:TH,476,2
2948,3/2/2023,D,ERW_DBG72020110012,Reseller,Songkhla,142931,MDELVACMX15W-40CTN4X6+1L:TH,1820,2
2949,3/1/2023,D,ERW_DBG72020110019,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,1540,2
2950,18/2/2023,D,ERW_DBG72020110019,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,5124,2
2951,25/3/2023,D,ERW_DBG72020110019,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,2016,2
2952,25/2/2023,D,ERW_DBG72020110037,Retails,Songkhla,142931,MDELVACMX15W-40CTN4X6+1L:TH,2464,2
2953,17/2/2023,D,ERW_DBG72020110038,Reseller,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,3864,2
2954,10/4/2023,D,ERW_DBG72020110056,Retails,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,3640,2
2955,16/1/2023,D,ERW_DBG72020110057,Retails,Phangnga,142931,MDELVACMX15W-40CTN4X6+1L:TH,1820,2
2956,28/3/2023,D,ERW_DBG72020110075,Retails,Chumphon,142931,MDELVACMX15W-40CTN4X6+1L:TH,6412,2
2957,4/3/2023,D,ERW_DBG72020110083,Retails,Songkhla,142931,MDELVACMX15W-40CTN4X6+1L:TH,7336,2
2958,18/1/2023,D,ERW_DBG72020110083,Retails,Songkhla,142931,MDELVACMX15W-40CTN4X6+1L:TH,756,2
2959,28/2/2023,D,ERW_DBG72020110140,Retails,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,5964,2
2960,5/1/2023,D,ERW_DBG72020110140,Retails,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,4060,2
2961,9/1/2023,D,ERW_DBG72020110016,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,9352,2
2962,24/2/2023,A,ERW_A1DS2023040005,Reseller,UdonThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,1204,2
2963,31/5/2023,D,ERW_DBG72020110011,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,9604,2
2964,3/4/2023,D,ERW_DBG72020110038,Reseller,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,2128,2
2965,7/7/2023,D,ERW_DBG72020110057,Retails,Phangnga,142931,MDELVACMX15W-40CTN4X6+1L:TH,11564,2
2966,28/4/2023,D,ERW_DBG72020110140,Retails,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,4788,2
2967,6/4/2023,D,ERW_DBG72020110140,Retails,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,8876,2
2968,12/6/2023,D,ERW_DBG72020110027,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,5852,2
2969,15/3/2023,D,ERW_DLD72021010006,Retails,NakhonSiThammarat,142931,MDELVACMX15W-40CTN4X6+1L:TH,8148,2
2970,17/2/2023,A,ERW_ABQ12022120002,Retails,PathumThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,6860,2
2971,13/2/2023,A,ERW_ADG22021040106,Retails,SamutPrakan,142931,MDELVACMX15W-40CTN4X6+1L:TH,6468,2
2972,9/1/2023,D,ERW_DBG72020110016,Retails,SuratThani,142931,MDELVACMX15W-40CTN4X6+1L:TH,12796,2
2973,26/6/2023,D,ERW_DBG72020110068,Retails,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,5852,2
2974,31/3/2023,D,ERW_DBG72020110140,Retails,Phuket,142931,MDELVACMX15W-40CTN4X6+1L:TH,12236,2
2975,6/1/2023,D,ERW_DBG72020110074,Retails,NakhonSiThammarat,142930,MDELVACMX15W-40PAIL18L:TH,4560,2
2976,10/2/2023,A,ERW_A1DS2023040005,Reseller,UdonThani,142930,MDELVACMX15W-40PAIL18L:TH,7300,2
2977,9/1/2023,D,ERW_DBG72020110016,Retails,SuratThani,142930,MDELVACMX15W-40PAIL18L:TH,8280,2
2978,14/1/2023,D,ERW_DBG72020110016,Retails,SuratThani,142930,MDELVACMX15W-40PAIL18L:TH,1800,2
2979,13/2/2023,A,ERW_AMBP2020110237,Retails,NongBuaLamPhu,142930,MDELVACMX15W-40PAIL18L:TH,7380,2
2980,23/1/2023,A,ERW_AMBP2020110119,Retails,PathumThani,142930,MDELVACMX15W-40PAIL18L:TH,3840,2
2981,14/2/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,142930,MDELVACMX15W-40PAIL18L:TH,2660,2
2982,14/2/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,142930,MDELVACMX15W-40PAIL18L:TH,6552,2
2983,13/2/2023,A,ERW_AMBP2020110058,Retails,Bangkok,142930,MDELVACMX15W-40PAIL18L:TH,11368,2
2984,13/2/2023,A,ERW_AMBP2020110181,Retails,ChonBuri,142930,MDELVACMX15W-40PAIL18L:TH,7196,2
2985,14/2/2023,A,ERW_AMBP2020110210,Reseller,SaKaeo,142930,MDELVACMX15W-40PAIL18L:TH,11592,2
2986,3/1/2023,D,ERW_DBG72020110019,Retails,SuratThani,142930,MDELVACMX15W-40PAIL18L:TH,9060,2
2987,16/1/2023,D,ERW_DBG72020110046,Retails,SuratThani,142930,MDELVACMX15W-40PAIL18L:TH,7100,2
2988,17/2/2023,A,ERW_A6CM2022070003,Retails,NongBuaLamPhu,142930,MDELVACMX15W-40PAIL18L:TH,3366,2
2989,11/1/2023,A,ERW_AMBP2020110748,Retails,NakhonRatchasima,142930,MDELVACMX15W-40PAIL18L:TH,8838,2
2990,27/1/2023,A,ERW_A7QF2022060003,Retails,N\A,142930,MDELVACMX15W-40PAIL18L:TH,8478,2
2991,7/3/2023,C,ERW_C08P2020090116,Retails,Sukhothai,143162,"MDELVACMX15W-40,12X1LT",920,2
2992,5/4/2023,C,ERW_C08P2020090154,Retails,ChiangRai,143162,"MDELVACMX15W-40,12X1LT",2460,2
2993,17/2/2023,C,ERW_C08P2020090042,Reseller,Tak,143162,"MDELVACMX15W-40,12X1LT",340,2
2994,24/3/2023,C,ERW_C08P2020090105,Retails,Phetchabun,143162,"MDELVACMX15W-40,12X1LT",3762,2
2995,21/4/2023,C,ERW_C08P2020090105,Retails,Phetchabun,143162,"MDELVACMX15W-40,12X1LT",4788,2
2996,6/4/2023,C,ERW_C08P2020090170,Retails,ChiangRai,143162,"MDELVACMX15W-40,12X1LT",88,2
2997,13/2/2023,C,ERW_C08P2020090127,Reseller,Phrae,143162,"MDELVACMX15W-40,12X1LT",4368,2
2998,25/2/2023,C,ERW_C08P2020090012,Reseller,KamphaengPhet,143162,"MDELVACMX15W-40,12X1LT",1416,2
2999,16/2/2023,C,ERW_C08P2020090012,Reseller,KamphaengPhet,143162,"MDELVACMX15W-40,12X1LT",1908,2
3000,23/6/2023,C,ERW_C08P2020090049,Retails,NakhonSawan,143162,"MDELVACMX15W-40,12X1LT",6000,2
3001,9/5/2023,C,ERW_C08P2020090112,Retails,Sukhothai,143162,"MDELVACMX15W-40,12X1LT",888,2
3002,27/6/2023,C,ERW_C08P2020090205,Retails,Phichit,143162,"MDELVACMX15W-40,12X1LT",5820,2
3003,2/3/2023,C,ERW_C08P2020090066,Retails,Phichit,143162,"MDELVACMX15W-40,12X1LT",5196,2
3004,24/5/2023,C,ERW_C08P2020090066,Retails,Phichit,143162,"MDELVACMX15W-40,12X1LT",792,2
3005,27/3/2023,C,ERW_C08P2020090127,Reseller,Phrae,143162,"MDELVACMX15W-40,12X1LT",936,2
3006,23/6/2023,C,ERW_C08P2020090212,Retails,NakhonSawan,143162,"MDELVACMX15W-40,12X1LT",445,2
3007,18/1/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,142930,"MDELVACMX15W-40,1X18LTPAIL",3800,2
3008,9/1/2023,C,ERW_C4M12022030001,Retails,Phrae,142930,"MDELVACMX15W-40,1X18LTPAIL",5364,2
3009,6/1/2023,C,ERW_C08P2020090021,Retails,KamphaengPhet,142930,"MDELVACMX15W-40,1X18LTPAIL",7650,2
3010,23/1/2023,C,ERW_C08P2020090049,Retails,NakhonSawan,142930,"MDELVACMX15W-40,1X18LTPAIL",3150,2
3011,11/1/2023,C,ERW_C08P2020090025,Reseller,KamphaengPhet,142930,"MDELVACMX15W-40,1X18LTPAIL",660,2
3012,6/1/2023,C,ERW_C08P2020090049,Retails,NakhonSawan,142930,"MDELVACMX15W-40,1X18LTPAIL",7500,2
3013,6/1/2023,C,ERW_C08P2020090212,Retails,NakhonSawan,142930,"MDELVACMX15W-40,1X18LTPAIL",5260,2
3014,5/1/2023,C,ERW_C08P2020090127,Reseller,Phrae,142930,"MDELVACMX15W-40,1X18LTPAIL",4340,2
3015,20/2/2023,C,ERW_C08P2020090142,Retails,ChiangMai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",8932,2
3016,13/3/2023,C,ERW_C08P2020090055,Retails,NakhonSawan,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",4872,2
3017,25/1/2023,C,ERW_C08P2020090068,Retails,Phitsanulok,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",13104,2
3018,18/1/2023,C,ERW_C08P2020090113,Reseller,Sukhothai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",10528,2
3019,9/2/2023,C,ERW_C08P2020090138,Retails,Lamphun,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",8540,2
3020,20/3/2023,C,ERW_C08P2020090042,Reseller,Tak,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",7840,2
3021,7/3/2023,C,ERW_C08P2020090116,Retails,Sukhothai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",4844,2
3022,31/1/2023,C,ERW_C08P2020090206,Retails,Phetchabun,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",3584,2
3023,26/1/2023,C,ERW_C08P2020090215,Reseller,NakhonSawan,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",6664,2
3024,24/2/2023,C,ERW_C08P2020090127,Reseller,Phrae,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",4900,2
3025,14/3/2023,C,ERW_C08P2020090012,Reseller,KamphaengPhet,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",12012,2
3026,17/3/2023,C,ERW_C08P2020090021,Retails,KamphaengPhet,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",10388,2
3027,15/2/2023,C,ERW_C08P2020090073,Retails,Phitsanulok,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",140,2
3028,7/2/2023,C,ERW_C08P2020090106,Retails,Sukhothai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",8708,2
3029,12/4/2023,C,ERW_C08P2020090138,Retails,Lamphun,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",5796,2
3030,31/3/2023,C,ERW_C08P2020090139,Retails,ChiangMai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",5404,2
3031,7/2/2023,C,ERW_C08P2020090147,Retails,ChiangMai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",8092,2
3032,9/3/2023,C,ERW_C08P2020090147,Retails,ChiangMai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",13104,2
3033,24/1/2023,C,ERW_C08P2020090147,Retails,ChiangMai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",13244,2
3034,21/3/2023,C,ERW_C9H62020120007,Reseller,NakhonSawan,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",2072,2
3035,18/3/2023,C,ERW_C9H62020120020,Retails,ChiangRai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",5488,2
3036,27/1/2023,C,ERW_C08P2020090127,Reseller,Phrae,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",7700,2
3037,23/1/2023,C,ERW_C08P2020090127,Reseller,Phrae,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",6496,2
3038,13/2/2023,C,ERW_C08P2020090127,Reseller,Phrae,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",13776,2
3039,5/1/2023,C,ERW_C08P2020090127,Reseller,Phrae,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",2576,2
3040,7/2/2023,C,ERW_C08P2020090170,Retails,ChiangRai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",1428,2
3041,7/2/2023,C,ERW_CGSL2021070001,Retails,Phayao,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",13440,2
3042,11/1/2023,C,ERW_C08P2020090025,Reseller,KamphaengPhet,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",4564,2
3043,18/3/2023,C,ERW_C08P2020090036,Retails,Tak,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",10304,2
3044,27/1/2023,C,ERW_C08P2020090076,Retails,Phitsanulok,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",6132,2
3045,11/3/2023,C,ERW_C08P2020090135,Retails,Lampang,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",6188,2
3046,15/3/2023,C,ERW_C08P2020090170,Retails,ChiangRai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",560,2
3047,16/2/2023,C,ERW_C08P2020090188,Retails,Phetchabun,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",8484,2
3048,7/2/2023,C,ERW_C08P2020090193,Retails,Sukhothai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",12824,2
3049,14/3/2023,C,ERW_C08P2020090211,Retails,Phetchabun,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",924,2
3050,6/2/2023,C,ERW_CRGG2021020001,Reseller,KamphaengPhet,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",3696,2
3051,22/3/2023,C,ERW_CXVX2023040002,Retails,KamphaengPhet,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",7784,2
3052,26/1/2023,C,ERW_CXVX2023040002,Retails,KamphaengPhet,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",9240,2
3053,3/2/2023,C,ERW_C08P2020090025,Reseller,KamphaengPhet,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",6664,2
3054,7/3/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",12040,2
3055,4/4/2023,C,ERW_CET92022080001,Retails,Uttaradit,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",12852,2
3056,14/3/2023,C,ERW_C08P2020090049,Retails,NakhonSawan,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",672,2
3057,23/1/2023,C,ERW_C08P2020090049,Retails,NakhonSawan,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",7784,2
3058,11/3/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",6860,2
3059,16/3/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",10808,2
3060,6/1/2023,C,ERW_C08P2020090112,Retails,Sukhothai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",2352,2
3061,21/2/2023,C,ERW_C08P2020090120,Retails,Uttaradit,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",420,2
3062,18/2/2023,C,ERW_C08P2020090172,Retails,ChiangRai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",784,2
3063,2/3/2023,C,ERW_C08P2020090066,Retails,Phichit,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",5152,2
3064,17/3/2023,C,ERW_C08P2020090033,Retails,Tak,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",952,2
3065,18/1/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",12068,2
3066,21/2/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",5880,2
3067,7/2/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",3556,2
3068,18/2/2023,C,ERW_C08P2020090094,Retails,Phetchabun,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",8932,2
3069,16/3/2023,C,ERW_C08P2020090109,Retails,Sukhothai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",9548,2
3070,7/3/2023,C,ERW_C08P2020090112,Retails,Sukhothai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",4228,2
3071,7/2/2023,C,ERW_C08P2020090170,Retails,ChiangRai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",4620,2
3072,7/2/2023,C,ERW_C08P2020090172,Retails,ChiangRai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",5320,2
3073,24/3/2023,C,ERW_CM8N2021050002,Retails,ChiangMai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",8652,2
3074,25/2/2023,C,ERW_CM8N2021050002,Retails,ChiangMai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",1764,2
3075,30/3/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",7420,2
3076,27/1/2023,C,ERW_C08P2020090112,Retails,Sukhothai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",3024,2
3077,7/2/2023,C,ERW_C08P2020090112,Retails,Sukhothai,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",3780,2
3078,24/3/2023,C,ERW_C08P2020090202,Retails,Phrae,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",4620,2
3079,6/1/2023,C,ERW_C08P2020090212,Retails,NakhonSawan,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",8456,2
3080,3/8/2023,C,ERW_CGAA2021010004,Retails,Phitsanulok,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",7952,2
3081,7/2/2023,C,ERW_CQ932021100002,Retails,Phayao,142931,"MDELVACMX15W-40,4X6+1LTCTN[x28.00]",1344,2
3082,23/1/2023,C,ERW_CET92022080001,Retails,Uttaradit,140709,"MDELVACMXESP15W-40,20LT",6220,2
3083,6/2/2023,C,ERW_CET92022080001,Retails,Uttaradit,140709,"MDELVACMXESP15W-40,20LT",1940,2
3084,27/1/2023,C,ERW_CET92022080001,Retails,Uttaradit,140709,"MDELVACMXESP15W-40,20LT",400,2
3085,25/3/2023,D,ERW_DBG72020110019,Retails,SuratThani,137221,"MDELVACMX15W-40,12X1LT,CI-4NEW",4016,2
3086,18/2/2023,D,ERW_DBG72020110019,Retails,SuratThani,137221,"MDELVACMX15W-40,12X1LT,CI-4NEW",4176,2
3087,28/7/2023,D,ERW_DBG72020110003,Retails,SuratThani,137221,"MDELVACMX15W-40,12X1LT,CI-4NEW",4656,2
3088,28/8/2023,D,ERW_DBG72020110019,Retails,SuratThani,137221,"MDELVACMX15W-40,12X1LT,CI-4NEW",288,2
3089,4/4/2023,D,ERW_DBG72020110016,Retails,SuratThani,137221,"MDELVACMX15W-40,12X1LT,CI-4NEW",4968,2
3090,10/6/2023,D,ERW_DBG72020110016,Retails,SuratThani,137221,"MDELVACMX15W-40,12X1LT,CI-4NEW",2736,2
3091,27/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,142939,MDELVACSUPER140015W-401/18LT,4230,2
3092,14/3/2023,A,ERW_AMBP2020110275,Retails,SakonNakhon,142938,MDELVACSUPER140015W-4012X1L/CAR,828,2
3093,17/5/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,142939,MDELVACSUPER140015W-4018L/PAIL,8720,2
3094,25/4/2023,A,ERW_ADG22021040108,Retails,KhonKaen,142939,MDELVACSUPER140015W-4018L/PAIL,1340,2
3095,27/2/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,MDELVACSUPER140015W-4018L/PAIL,6426,2
3096,17/5/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,MDELVACSUPER140015W-4018L/PAIL,4896,2
3097,9/6/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,142939,MDELVACSUPER140015W-4018L/PAIL,8540,2
3098,21/3/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,142939,MDELVACSUPER140015W-4018L/PAIL,2682,2
3099,19/6/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,142939,MDELVACSUPER140015W-4018L/PAIL,6984,2
3100,23/2/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,142939,MDELVACSUPER140015W-4018L/PAIL,12684,2
3101,5/4/2023,A,ERW_AMBP2020110210,Reseller,SaKaeo,142939,MDELVACSUPER140015W-4018L/PAIL,9380,2
3102,5/4/2023,A,ERW_AMBP2020110521,Retails,Rayong,142939,MDELVACSUPER140015W-4018L/PAIL,10304,2
3103,17/5/2023,A,ERW_AMBP2020110137,Retails,SingBuri,142939,MDELVACSUPER140015W-4018L/PAIL,3168,2
3104,29/3/2023,A,ERW_AMBP2020110135,Retails,SingBuri,142939,MDELVACSUPER140015W-4018L/PAIL,342,2
3105,21/3/2023,A,ERW_AMBP2020110135,Retails,SingBuri,142939,MDELVACSUPER140015W-4018L/PAIL,7488,2
3106,28/3/2023,A,ERW_AMBP2020110417,Retails,LopBuri,142939,MDELVACSUPER140015W-4018L/PAIL,72,2
3107,26/4/2023,A,ERW_AYRE2021100001,Retails,Trat,142939,MDELVACSUPER140015W-4018L/PAIL,7398,2
3108,21/3/2023,A,ERW_AD4B2023040001,Retails,SakonNakhon,142939,MDELVACSUPER140015W-4018L/PAIL,6980,2
3109,21/4/2023,A,ERW_AMBP2020110691,Retails,Chaiyaphum,142939,MDELVACSUPER140015W-4018L/PAIL,560,2
3110,26/4/2023,A,ERW_A3BM2023050001,Retails,Nonthaburi,142939,MDELVACSUPER140015W-4018L/PAIL,360,2
3111,6/6/2023,A,ERW_AMBP2020110558,Retails,NakhonRatchasima,142939,MDELVACSUPER140015W-4018L/PAIL,8100,2
3112,8/6/2023,A,ERW_AMBP2020110030,Retails,Bangkok,142939,MDELVACSUPER140015W-4018L/PAIL,6732,2
3113,21/3/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,142939,MDELVACSUPER140015W-4018L/PAIL,1962,2
3114,7/6/2023,A,ERW_AMBP2020110156,Retails,ChonBuri,142939,MDELVACSUPER140015W-4018L/PAIL,7812,2
3115,29/3/2023,A,ERW_AMBP2020110030,Retails,Bangkok,142939,MDELVACSUPER140015W-4018L/PAIL,2610,2
3116,20/4/2023,A,ERW_AMBP2020110030,Retails,Bangkok,142939,MDELVACSUPER140015W-4018L/PAIL,1206,2
3117,14/1/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,143160,MDELVACSUPER140015W-404X6+1PROMO,13356,2
3118,10/1/2023,A,ERW_AMBP2020110523,Retails,ChonBuri,143160,MDELVACSUPER140015W-404X6+1PROMO,12348,2
3119,27/1/2023,A,ERW_AMBP2020110648,Reseller,MahaSarakham,143160,MDELVACSUPER140015W-404X6+1PROMO,9156,2
3120,6/1/2023,A,ERW_AMBP2020110219,Retails,NakhonRatchasima,143160,MDELVACSUPER140015W-404X6+1PROMO,8092,2
3121,27/1/2023,A,ERW_AMBP2020110141,Retails,ChaiNat,143160,MDELVACSUPER140015W-404X6+1PROMO,2212,2
3122,23/1/2023,A,ERW_AMBP2020110377,Retails,Loei,143160,MDELVACSUPER140015W-404X6+1PROMO,2296,2
3123,6/1/2023,A,ERW_AMBP2020110050,Retails,Bangkok,143160,MDELVACSUPER140015W-404X6+1PROMO,13132,2
3124,17/1/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143160,MDELVACSUPER140015W-404X6+1PROMO,1792,2
3125,26/1/2023,A,ERW_AMBP2020110397,Retails,Chanthaburi,143160,MDELVACSUPER140015W-404X6+1PROMO,5152,2
